pv,bond_dirty_price,ls,lt,dp,type,du,id,iopv,ig,ed,change_vs_pc_percentage,ej,clo,el,v_,ex,nc,vl,cur,fn,trading_time,bl,sc,bv,dpc,iiv,sip,bond_clean_price,cc,ptd,b,issuer-name,c,sv,h,i,cn,l,m,n,o,p_,cr,p,bond_accrued_interest,change_vs_pc,r,s,cx,v,lf,bond_date,datetime,datetime_sg
1.14,,P,1.17,,stocks,,0,0.0,,,,,,0.0,,,5TP,938.8,SGD,,20260709_091600,100,C,4.0,,,,,,20260708,1.170,CNMC Goldmine,0.03,135.5,1.18,,,1.13,CATALIST,CNMC Goldmine,1.15,,,2.632,,,,1.180,0.0,1088633.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.56,,P,0.545,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-30,,,,0.0,,,MKKW,102.1,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xLongSG280330,0.006,0.0,0.59,,,0.545,MAINBOARD,CNOOC 5xLongSG280330,0.58,,,1.113,,,,,0.539,59588.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.198,,P,0.198,0.0,dlcertificates,0.0,0,0.0,25.0,2026-08-31,,,,0.0,,,JVPW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xLongUB260831,0.0,0.0,0.0,,,0.0,MAINBOARD,CNOOC 5xLongUB260831,0.0,,,0.0,,,,,0.235,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.02,,P,0.02,0.0,dlcertificates,0.0,0,0.0,26.0,2026-09-08,,,,0.0,,,EOOW,2875.2,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xShortSG260908,0.0,0.0,0.02,,,0.018,MAINBOARD,CNOOC 5xShortSG260908,0.019,,,0.0,,,,,0.02,56379.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.725,,P,0.72,0.0,dlcertificates,0.0,0,0.0,26.0,2028-02-02,,,,0.0,,,OJOW,151.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xShortSG280202,0.013,0.0,0.73,,,0.66,MAINBOARD,CNOOC 5xShortSG280202,0.66,,,1.839,,,,,0.707,104703.5,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.029,,P,0.029,0.0,dlcertificates,0.0,0,0.0,26.0,2027-06-30,,,,0.0,,,HPRW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xShortUB270630,0.0,0.0,0.0,,,0.0,MAINBOARD,CNOOC 5xShortUB270630,0.0,,,0.0,,,,,0.03,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.935,,P,0.935,0.0,dlcertificates,0.0,0,0.0,26.0,2028-07-31,,,,0.0,,,HDKW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,CNOOC 5xShortUB280731,0.0,0.0,0.0,,,0.0,MAINBOARD,CNOOC 5xShortUB280731,0.0,,,0.0,,,,,0.761,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.475,,P,0.48,,stocks,,0,0.0,,,,,,0.0,,,W8W,131.8,SGD,,20260709_091600,100,M,21.0,,,,,,20260708,0.475,Coliwoo Hldgs,0.005,89.4,0.48,,,0.475,MAINBOARD,Coliwoo Hldgs,0.475,,,1.053,,,,0.480,0.0,62911.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.22,,S,0.22,,stocks,,0,0.0,,,,Developed,None,0.0,,HKEX,STC,0.0,SGD,,20260709_091600,100,J,1000.0,,,,,,20260424,0.004,Comba,0.0,0.0,0.0,,,0.0,MAINBOARD,Comba,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.18,,P,1.18,,stocks,,0,0.0,,,,,,0.0,,,N0Z,0.0,SGD,,20260709_091600,100,C,2.1,,,,,,20260701,1.170,Combine Will,0.0,1.5,0.0,,,0.0,MAINBOARD,Combine Will,0.0,,,0.0,,,,1.440,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.31,,P,0.31,0.0,dlcertificates,0.0,0,0.0,25.0,2028-04-13,,,,0.0,,,WYMW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Comfort 5xLongSG280413,0.0,0.0,0.0,,,0.0,MAINBOARD,Comfort 5xLongSG280413,0.0,,,0.0,,,,,0.295,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.32,,P,1.33,,stocks,,0,0.0,,,,,,0.0,,,C52,10894.0,SGD,,20260709_091600,100,H,1339.6,,,,,,20260708,1.330,ComfortDelGro,0.01,1527.1,1.34,,,1.32,MAINBOARD,ComfortDelGro,1.32,,,0.758,,,,1.340,0.0,14498665.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.06,,S,0.06,,stocks,,0,0.0,,,,Developed,None,0.0,,HKEX,SEG,0.0,SGD,,20260709_091600,100,K,19.2,,,,,,20260708,0.058,CONCORD NE,0.0,100.0,0.0,,,0.0,MAINBOARD,CONCORD NE,0.0,,,0.0,,,,0.063,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.075,,P,0.075,,stocks,,0,0.0,,,,,,0.0,,,BMT,0.0,SGD,,20260709_091600,100,Q,0.0,,,,,,20211102,,Coolan Group,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,Coolan Group,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.19,,P,0.19,,stocks,,0,0.0,,,,,,0.0,,,P8A,0.0,SGD,,20260709_091600,100,Q,20.0,,,,,,20260708,0.127,Cordlife,0.0,21.6,0.0,,,0.0,MAINBOARD,Cordlife,0.0,,,0.0,,,,0.180,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.68,,P,3.68,,stocks,,0,0.0,,,,,,0.0,,,C41,0.0,SGD,,20260709_091600,100,M,0.1,,,,,,20260708,3.630,Cortina,0.0,2.1,0.0,,,0.0,MAINBOARD,Cortina,0.0,,,0.0,,,,3.750,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.113,,P,0.111,,stocks,,0,0.0,,,,,,0.0,,,F83,389.7,SGD,,20260709_091600,100,H,1288.0,,,,,,20260708,0.111,COSCO SHP SG,-0.002,1333.6,0.113,,,0.111,MAINBOARD,COSCO SHP SG,0.112,,,-1.77,,,,0.113,0.0,43625.1,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.018,,S,0.018,,stocks,,0,0.0,,,,Developed,None,0.0,,HKEX,CIN,0.0,SGD,,20260709_091600,100,H,240.0,,,,,,20260623,0.013,Courage Inv,0.0,13.8,0.0,,,0.0,MAINBOARD,Courage Inv,0.0,,,0.0,,,,0.028,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.86,,P,1.82,,adrs,,0,0.0,13.0,,,,,0.0,,,TCPD,0.1,SGD,,20260709_090000,100,G,0.1,,,,,,,1.790,CP All TH SDR 1to1,-0.04,0.0,1.82,,,1.82,GLOBAL_QUOTE,CP All TH SDR 1to1,1.82,X,,-2.151,,,,,0.0,182.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.68,,P,1.68,,adrs,,0,0.0,13.0,,,,,0.0,,,TPFD,0.6,SGD,,20260709_085932,100,G,0.1,,,,,,,1.440,CP Foods TH SDR 1to2,0.0,0.0,1.68,,,1.66,GLOBAL_QUOTE,CP Foods TH SDR 1to2,1.66,X,,0.0,,,,,0.0,1002.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.805,,P,0.785,,stocks,,0,0.0,,,,,,0.0,,,C76,2.45,SGD,,20260709_091600,50,N,3.0,,,,,,20260708,0.790,Creative,-0.02,5.45,0.805,,,0.785,MAINBOARD,Creative,0.805,,,-2.484,,,,0.800,0.0,1924.25,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.12,,P,1.13,,stocks,,0,0.0,,,,,,0.0,,,TCU,41.2,SGD,,20260709_091600,100,N,9.5,,,,,,20260708,1.130,CreditBureauAsia,0.01,7.0,1.15,,,1.12,MAINBOARD,CreditBureauAsia,1.13,,,0.893,,,,1.150,0.0,46570.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.012,,P,0.012,,stocks,,0,0.0,,,,,,0.0,,,C06,4528.5,SGD,,20260709_091600,100,F,1271.5,,,,,,20260708,0.012,CSC,0.0,4370.8,0.012,,,0.012,MAINBOARD,CSC,0.012,,,0.0,,,CD,0.013,0.0,54342.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.19,,P,1.2,,stocks,,0,0.0,,,,,,0.0,,,544,11375.4,SGD,,20260709_091600,100,N,77.4,,,,,,20260708,1.200,CSE Global,0.01,337.5,1.25,,,1.19,MAINBOARD,CSE Global,1.21,,,0.84,,,,1.210,0.0,13791688.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.73,,P,2.781,,etfs,,0,0.0,9.0,,,,,0.0,,,LCS,2.264,SGD,,20260709_091600,1,,0.916,,,,,,,2.725,CSOP APAC SELECT S$,0.051,0.528,2.782,,,2.78,MAINBOARD,CSOP APAC SELECT S$,2.78,,,1.868,,,,2.890,2.761,6295.255,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.12,,P,2.12,,etfs,,0,0.0,9.0,,,,,0.0,,,LCU,0.0,USD,,20260709_091600,1,,0.0,,,,,,,,CSOP APAC SELECT US$,0.0,0.0,0.0,,,0.0,MAINBOARD,CSOP APAC SELECT US$,0.0,,,0.0,,,,,2.136,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.02,,P,1.048,,etfs,,0,0.0,9.0,,,,,0.0,,,SUN,5.435,SGD,,20260709_091600,1,,0.5,,,,,,,1.040,CSOP CS A500 ETF S$,0.028,1.8,1.048,,,1.034,MAINBOARD,CSOP CS A500 ETF S$,1.034,,,2.745,,,,1.050,1.046,5689.79,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.06,,P,1.06,,etfs,,0,0.0,9.0,,,,,0.0,,,SHD,0.0,SGD,,20260709_091600,1,,0.1,,,,,,,1.080,CSOP DIV ETF S$,0.0,0.0,0.0,,,0.0,MAINBOARD,CSOP DIV ETF S$,0.0,,,0.0,,,,,1.085,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.746,,P,0.748,,etfs,,0,0.0,9.0,,,,,0.0,,,SRT,253.974,SGD,,20260709_091600,1,,13.343,,,,,,,0.745,CSOP iEdge SREIT ETF S$,0.002,5.0,0.748,,,0.743,MAINBOARD,CSOP iEdge SREIT ETF S$,0.747,,,0.268,,,,0.749,0.748,189597.397,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.578,,P,0.578,,etfs,,0,0.0,9.0,,,,,0.0,,,SRU,0.0,USD,,20260709_091600,1,,340.0,,,,,,,0.573,CSOP iEdge SREIT ETF US$,0.0,340.0,0.0,,,0.0,MAINBOARD,CSOP iEdge SREIT ETF US$,0.0,,,0.0,,,,0.580,0.577,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.105,,P,1.076,,etfs,,0,0.0,9.0,,,,,0.0,,,SQQ,1.096,SGD,,20260709_091600,1,,80.0,,,,,,,1.079,CSOP SEA TECH ETF S$,-0.029,0.3,1.093,,,1.076,MAINBOARD,CSOP SEA TECH ETF S$,1.093,,,-2.624,,,,1.093,1.085,1188.612,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.857,,P,0.857,,etfs,,0,0.0,9.0,,,,,0.0,,,SQU,0.0,USD,,20260709_091600,1,,80.0,,,,,,,0.834,CSOP SEA TECH ETF US$,0.0,80.0,0.0,,,0.0,MAINBOARD,CSOP SEA TECH ETF US$,0.0,,,0.0,,,,0.848,0.84,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.9,,P,2.03,,etfs,,0,0.0,9.0,,,,,0.0,,,SCY,107.048,SGD,,20260709_091600,1,,1.0,,,,,,,1.968,CSOP Star&Chinext50 S$,0.13,0.5,2.031,,,1.915,MAINBOARD,CSOP Star&Chinext50 S$,1.95,,,6.842,,,,2.100,2.03,210083.207,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.48,,P,0.485,,reits,,0,0.0,,,,,,0.0,,,DHLU,342.5,SGD,,20260709_091600,100,L,371.0,,,,,,,0.480,Daiwa Hse Log Tr,0.005,95.4,0.485,,,0.48,MAINBOARD,Daiwa Hse Log Tr,0.485,X,,1.042,,,,0.485,0.0,166082.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.075,,P,0.07,,stocks,,0,0.0,,,,,,0.0,,,BLR,2.5,SGD,,20260709_091600,100,N,77.5,,,,,,20260612,0.070,Darco Water Tech,-0.005,1.1,0.07,,,0.07,MAINBOARD,Darco Water Tech,0.07,,,-6.667,,,,0.080,0.0,175.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.02,,P,0.02,,businesstrusts,,0,0.0,,,,,,0.0,,,CEDU,0.0,SGD,,20260709_091600,100,L,0.0,,,,,,,,Dasin Retail Tr,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,Dasin Retail Tr,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.101,,P,0.101,,stocks,,0,0.0,,,,,,0.0,,,BKW,0.0,SGD,,20260709_091600,100,C,45.4,,,,,,20260625,0.101,Datapulse Tech,0.0,0.6,0.0,,,0.0,MAINBOARD,Datapulse Tech,0.0,,,0.0,,,,0.117,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.035,,P,0.035,,companywarrants,,0,0.0,8.0,,,,,0.0,,,96DW,0.0,SGD,,20260709_091600,100,,281.7,,,,,,,0.035,Datapulse Tech W271128,0.0,0.0,0.0,,,0.0,MAINBOARD,Datapulse Tech W271128,0.0,X,,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
69.1,,P,70.23,,stocks,,0,0.0,,,,,,0.0,,,D05,4395.2,SGD,,20260709_091600,100,K,0.5,,,,,,20260708,70.220,DBS,1.13,8.2,70.27,,,69.46,MAINBOARD,DBS,69.95,,,1.635,,,,70.230,0.0,307659405.4,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.38,,P,1.42,0.0,dlcertificates,0.0,0,0.0,25.0,2028-02-23,,,,0.0,,,Z5TW,22.7,SGD,,20260709_091600,100,,20.0,0.0,,@,,,,1.400,DBS 5xLongSG280223,0.129,1.0,1.42,,,1.375,MAINBOARD,DBS 5xLongSG280223,1.375,,,9.992,,1.413,,1.425,1.291,31289.5,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.38,,P,3.56,0.0,dlcertificates,0.0,0,0.0,25.0,2028-03-30,,,,0.0,,,LQSW,3.7,SGD,,20260709_091600,100,,4.0,0.0,,@,,,,3.540,DBS 5xLongSG280330,0.302,3.5,3.56,,,3.42,MAINBOARD,DBS 5xLongSG280330,3.42,,,9.269,,3.57,,3.600,3.258,12812.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
13.83,,P,13.83,0.0,dlcertificates,0.0,0,0.0,25.0,2027-07-30,,,,0.0,,,RNUW,0.0,SGD,,20260709_091600,100,,0.1,0.0,,@,,,,8.300,DBS 5xLongUB270730,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS 5xLongUB270730,0.0,,,0.0,,,,,13.197,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.016,,P,0.015,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-17,,,,0.0,,,SZWW,1477.0,SGD,,20260709_091600,100,,4.5,0.0,,@,,,,0.014,DBS 5xShortSG261217,-0.001,79.7,0.016,,,0.015,MAINBOARD,DBS 5xShortSG261217,0.016,,,-6.25,,0.015,,0.016,0.016,23131.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.295,,P,0.29,0.0,dlcertificates,0.0,0,0.0,26.0,2028-07-25,,,,0.0,,,FVBW,253.4,SGD,,20260709_091600,100,,10.0,0.0,,@,,,,0.285,DBS 5xShortSG280725,-0.017,2.0,0.3,,,0.29,MAINBOARD,DBS 5xShortSG280725,0.3,,,-5.537,,0.29,,0.295,0.307,74936.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.084,,P,0.084,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-30,,,,0.0,,,JHDW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DBS 5xShortUB261030,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS 5xShortUB261030,0.0,,,0.0,,,,,0.082,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.625,,P,0.625,0.0,dlcertificates,0.0,0,0.0,26.0,2028-07-31,,,,0.0,,,9KBW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DBS 5xShortUB280731,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS 5xShortUB280731,0.0,,,0.0,,,,,0.631,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.186,,P,0.186,,structuredwarrants,,0,0.0,16.0,2026-07-30,,,,64.0,,,FQCW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,DBS MB eCW260730,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS MB eCW260730,0.0,X,30:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.245,,P,0.245,,structuredwarrants,,0,0.0,16.0,2026-09-29,,,,60.0,,,KZAW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,DBS MB eCW260929,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS MB eCW260929,0.0,X,30:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.191,,P,0.21,,structuredwarrants,,0,0.0,16.0,2026-12-30,,,,68.0,,,EKSW,1777.2,SGD,,20260709_091600,100,,15.0,,,@,,,,0.199,DBS MB eCW261230,0.019,54.2,0.21,,,0.195,MAINBOARD,DBS MB eCW261230,0.198,X,30:1,9.948,,,,0.215,0.0,354649.4,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.022,,P,0.022,,structuredwarrants,,0,0.0,17.0,2026-07-30,,,,56.0,,,FBPW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,DBS MB ePW260730,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS MB ePW260730,0.0,X,30:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.014,,P,0.014,,structuredwarrants,,0,0.0,17.0,2026-09-30,,,,52.0,,,JFXW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,DBS MB ePW260930,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS MB ePW260930,0.0,X,30:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.044,,P,0.044,,structuredwarrants,,0,0.0,17.0,2026-12-29,,,,55.0,,,KQXW,0.0,SGD,,20260709_091600,100,,0.0,,,@,,,,,DBS MB ePW261229,0.0,0.0,0.0,,,0.0,MAINBOARD,DBS MB ePW261229,0.0,,30:1,0.0,,,,,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.068,,P,0.062,,structuredwarrants,,0,0.0,17.0,2026-12-30,,,,60.0,,,ZPNW,58.1,SGD,,20260709_091600,100,,200.0,,,@,,,,0.062,DBS MB ePW261230,-0.006,0.0,0.066,,,0.062,MAINBOARD,DBS MB ePW261230,0.063,,30:1,-8.824,,,,,0.0,3740.2,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.128,,P,0.128,,stocks,,0,0.0,,,,,,0.0,,,BTF,0.0,SGD,,20260709_091600,100,K,0.0,,,,,,20210111,,Debao Property,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,Debao Property,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.08,,P,0.079,,stocks,,0,0.0,,,,,,0.0,,,D03,101.3,SGD,,20260709_091600,100,G,15.0,,,,,,20260708,0.079,Del Monte Pac,-0.001,1.0,0.079,,,0.078,MAINBOARD,Del Monte Pac,0.078,,,-1.25,,,,0.080,0.0,8001.4,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.895,,P,0.92,,stocks,,0,0.0,,,,,,0.0,,,P34,179.6,SGD,,20260709_091600,100,C,0.4,,,,,,20260708,0.915,Delfi,0.025,11.6,0.92,,,0.9,MAINBOARD,Delfi,0.91,,,2.793,,,,0.920,0.0,163979.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
11.7,,P,12.0,,adrs,,0,0.0,13.0,,,,,0.0,,,TDED,1.2,SGD,,20260709_085931,100,C,0.1,,,,,,,11.880,Delta TH SDR 1to1,0.3,2.0,12.0,,,11.85,GLOBAL_QUOTE,Delta TH SDR 1to1,11.88,X,,2.564,,,,12.000,0.0,14298.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.2,,P,0.2,,stocks,,0,0.0,,,,,,0.0,,,UZF,11.0,SGD,,20260709_091600,100,F,1.0,,,,,,20260707,0.175,Dezign Format,0.0,4.3,0.2,,,0.17,CATALIST,Dezign Format,0.17,,,0.0,,,,0.200,0.0,1900.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.67,,S,3.7,,stocks,,0,0.0,,,,Developed,None#,0.0,,LSE,D01,1769.0,USD,,20260709_091600,100,G,26.7,,,,,,20260708,3.700,DFIRG USD,0.03,9.1,3.71,,,3.61,MAINBOARD,DFIRG USD,3.67,,,0.817,,,,3.710,0.0,6509050.6,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.51,,P,0.5,,reits,,0,0.0,,,,,,0.0,,,DCRU,3788.0,USD,,20260709_091600,100,L,910.2,,,,,,,0.495,DigiCore Reit USD,-0.01,1237.4,0.515,,,0.495,MAINBOARD,DigiCore Reit USD,0.51,X,,-1.961,,,,0.500,0.0,1903784.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.685,,P,0.72,,stocks,,0,0.0,,,,,,0.0,,,BAI,1.2,SGD,,20260709_091600,100,G,0.3,,,,,,20260702,0.695,Digilife Tech,0.035,0.2,0.72,,,0.69,CATALIST,Digilife Tech,0.695,,,5.109,,,,0.720,0.0,835.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,stocks,,0,0.0,,,,,,0.0,,,532,372.0,SGD,,20260709_091600,100,M,12153.3,,,,,,20260708,0.001,DISA,0.0,130515.0,0.002,,,0.001,CATALIST,DISA,0.001,,,0.0,,,,0.002,0.0,373.1,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,companywarrants,,0,0.0,8.0,,,,,0.0,,,B91W,0.0,SGD,,20260709_091600,100,,0.0,,,,,,,,DISA W261218,0.0,75673.4,0.0,,,0.0,CATALIST,DISA W261218,0.0,X,,0.0,,,,0.001,0.0,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.13,,P,3.13,0.0,dlcertificates,0.0,0,0.0,25.0,2028-06-16,,,,0.0,,,9X9W,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xLongSG280616,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xLongSG280616,0.0,,,0.0,,,,,3.084,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.0,,P,2.0,0.0,dlcertificates,0.0,0,0.0,25.0,2027-11-22,,,,0.0,,,GTHW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xLongUB271122,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xLongUB271122,0.0,,,0.0,,,,,3.97,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.009,,P,0.009,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-29,,,,0.0,,,CZVW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xShortSG261029,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xShortSG261029,0.0,,,0.0,,,,,0.007,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.94,,P,0.94,0.0,dlcertificates,0.0,0,0.0,26.0,2028-06-16,,,,0.0,,,ZSYW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xShortSG280616,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xShortSG280616,0.0,,,0.0,,,,,0.904,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.038,,P,0.038,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-21,,,,0.0,,,Y1WW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xShortUB261221,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xShortUB261221,0.0,,,0.0,,,,,0.034,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.9,,P,0.9,0.0,dlcertificates,0.0,0,0.0,26.0,2028-03-20,,,,0.0,,,TLAW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,DJIA 7xShortUB280320,0.0,0.0,0.0,,,0.0,MAINBOARD,DJIA 7xShortUB280320,0.0,,,0.0,,,,,0.649,0.0,7.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.065,,P,0.065,,stocks,,0,0.0,,,,,,0.0,,,5SO,182.4,SGD,,20260709_091600,100,G,62.3,,,,,,20260708,0.065,Duty Free Intl,0.0,50.0,0.066,,,0.065,MAINBOARD,Duty Free Intl,0.066,,,0.0,,,,0.067,0.0,11986.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.008,,P,0.008,,others,,0,0.0,6.0,,,,,0.0,,,8M4R,0.0,SGD,,20260708_230043,100,G,0.0,,,,,,,,Duty Free Intl R,0.0,0.0,0.0,ICT,,0.0,MAINBOARD,Duty Free Intl R,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.008,,P,0.008,,stocks,,0,0.0,,,,,,0.0,,,8M4R,0.0,SGD,,20260709_091600,100,G,0.0,,,,,,20260703,,Duty Free Intl R,0.0,0.0,0.0,ICT,,0.0,MAINBOARD,Duty Free Intl R,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.005,,P,0.005,,others,,0,0.0,6.0,,,,,0.0,,,YV4R,0.0,SGD,,20260708_230043,1,G,0.0,,,,,,,,Duty Free Intl R1,0.0,0.0,0.0,ICT,,0.0,MAINBOARD,Duty Free Intl R1,0.0,X,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
